,size,isdir,mode,mtime,ctime,atime,exe,file_full,filename,method
line877,60973234,FALSE,666,3/4/2019 1:21,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_877.raw,20190219_877,20190204_PAL_filtrate_DDA_IL.meth
line878,79672471,FALSE,666,3/4/2019 1:41,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_878.raw,20190219_878,20190204_PAL_filtrate_DIA.meth
line879,60496651,FALSE,666,3/4/2019 2:01,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_879.raw,20190219_879,20190204_PAL_filtrate_DDA_IL.meth
line880,80446099,FALSE,666,3/4/2019 2:21,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_880.raw,20190219_880,20190204_PAL_filtrate_DIA.meth
line881,60457935,FALSE,666,3/4/2019 2:41,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_881.raw,20190219_881,20190204_PAL_filtrate_DDA_IL.meth
line882,80010580,FALSE,666,3/4/2019 3:01,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_882.raw,20190219_882,20190204_PAL_filtrate_DIA.meth
line883,59911526,FALSE,666,3/4/2019 3:22,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_883.raw,20190219_883,20190204_PAL_filtrate_DDA_IL.meth
line884,79462929,FALSE,666,3/4/2019 3:42,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_884.raw,20190219_884,20190204_PAL_filtrate_DIA.meth
line885,59659570,FALSE,666,3/4/2019 4:02,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_885.raw,20190219_885,20190204_PAL_filtrate_DDA_IL.meth
line886,79452648,FALSE,666,3/4/2019 4:22,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_886.raw,20190219_886,20190204_PAL_filtrate_DIA.meth
line887,59283940,FALSE,666,3/4/2019 4:42,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_887.raw,20190219_887,20190204_PAL_filtrate_DDA_IL.meth
line888,78913590,FALSE,666,3/4/2019 5:02,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_888.raw,20190219_888,20190204_PAL_filtrate_DIA.meth
line889,59145125,FALSE,666,3/4/2019 5:22,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_889.raw,20190219_889,20190204_PAL_filtrate_DDA_IL.meth
line890,78892930,FALSE,666,3/4/2019 5:42,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_890.raw,20190219_890,20190204_PAL_filtrate_DIA.meth
line891,59113371,FALSE,666,3/4/2019 6:03,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_891.raw,20190219_891,20190204_PAL_filtrate_DDA_IL.meth
line892,78978947,FALSE,666,3/4/2019 6:23,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_892.raw,20190219_892,20190204_PAL_filtrate_DIA.meth
line893,58739546,FALSE,666,3/4/2019 6:43,3/18/2019 11:22,3/18/2019 11:22,no,02_04/20190219_893.raw,20190219_893,20190204_PAL_filtrate_DDA_IL.meth
line894,78523437,FALSE,666,3/4/2019 7:03,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_894.raw,20190219_894,20190204_PAL_filtrate_DIA.meth
line895,58601072,FALSE,666,3/4/2019 7:23,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_895.raw,20190219_895,20190204_PAL_filtrate_DDA_IL.meth
line896,76722879,FALSE,666,3/4/2019 7:43,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_896.raw,20190219_896,20190204_PAL_filtrate_DIA.meth
line897,58169309,FALSE,666,3/4/2019 8:03,3/18/2019 11:20,3/18/2019 11:20,no,02_04/20190219_897.raw,20190219_897,20190204_PAL_filtrate_DDA_IL.meth
